Name,PrimaryTechnology,StatusDetail,x_Coordinate,y_Coordinate,Status,SizeCategory,longitude,latitude
Burradale Hill,Wind,Operational,442500.0,1142500.0,Operational,Large (1MW+),-1.2360612469902357,60.16476398904867
Hill of Easterton,Wind,Operational,376449.0,831808.0,Operational,Large (1MW+),-2.3932853656015505,57.376090683287686
Hagshaw Hill Wind Farm Extension,Wind,Operational,279000.0,632000.0,Operational,Large (1MW+),-3.920308032619403,55.5666041446863
Hadyard Hill,Wind,Operational,226478.0,599253.0,Operational,Large (1MW+),-4.73188569572223,55.25682821081181
Lochhead Farm,Wind,Operational,275500.0,646500.0,Operational,Large (1MW+),-3.982335928418725,55.69592782764514
Beinn Ghlas Wind Farm,Wind,Operational,196500.0,726000.0,Operational,Large (1MW+),-5.297692760906742,56.38233389598148
Cruach Mhor,Wind,Operational,203500.0,687400.0,Operational,Large (1MW+),-5.155906835453487,56.039034016430264
Myres Hill,Wind,Operational,256840.0,646620.0,Operational,Large (1MW+),-4.279029836270823,55.69185428411186
Lerwick,Fossil Fuel,Operational,446456.0,1142790.0,Operational,Large (1MW+),-1.164724748275113,60.16693801453331
Peterhead,Fossil Fuel,Operational,412790.0,843093.0,Operational,Large (1MW+),-1.7883787747996323,57.47789807061802
Arnish,Fossil Fuel,Operational,142229.0,930499.0,Operational,Large (1MW+),-6.387368804406945,58.18771660900261
Barra,Fossil Fuel,Operational,71706.0,803309.0,Operational,Large (1MW+),-7.4094623084924445,57.0037385031623
Bowmore,Fossil Fuel,Operational,132024.0,660214.0,Operational,Large (1MW+),-6.273218051574506,55.76082628429582
Kirkwall,Fossil Fuel,Operational,344667.0,1010985.0,Operational,Large (1MW+),-2.964354682620096,58.982405088665175
Loch Carnan,Fossil Fuel,Operational,83233.0,842636.0,Operational,Large (1MW+),-7.270503352451265,57.36357421259828
Stornoway,Fossil Fuel,Operational,143150.0,932158.0,Operational,Large (1MW+),-6.373580753760483,58.20311043489764
Tiree,Fossil Fuel,Operational,100030.0,744120.0,Operational,Large (1MW+),-6.875644998402185,56.49323241483974
Auchtertyre,Hydro,Operational,235422.0,729327.0,Operational,Small to medium (>=45kW and <1MW),-4.670229412641237,56.427349240177364
Garry Gualach,Hydro,Operational,216600.0,799800.0,Operational,Small to medium (>=45kW and <1MW),-5.025412067312259,57.052637632546336
Glen Tarbert,Hydro,Operational,186600.0,760500.0,Operational,Small to medium (>=45kW and <1MW),-5.486062201913272,56.687340989421706
Inverbain,Hydro,Operational,178095.5186,856066.1849,Operational,Small to medium (>=45kW and <1MW),-5.709379658865685,57.54009221099413
Stanley Mill,Hydro,Operational,311430.0,732835.0,Operational,Small to medium (>=45kW and <1MW),-3.4395865155978154,56.47925846774946
Awe Barrage - A,Hydro,Operational,202987.0,729485.0,Operational,Small to medium (>=45kW and <1MW),-5.195430914836735,56.4163425707265
Beannachran Dam - A,Hydro,Operational,233926.1258,831784.3843,Operational,Small to medium (>=45kW and <1MW),-4.761503308308366,57.346189035486034
Cladach Dam,Hydro,Operational,219715.0,595201.0,Operational,Small to medium (>=45kW and <1MW),-4.835566529819997,55.21803614919346
Cluanie Dam  - A,Hydro,Operational,218164.204,809842.5173,Operational,Small to medium (>=45kW and <1MW),-5.006956042083809,57.143345914595784
Clunie Dam - A,Hydro,Operational,293345.8959,757790.003,Operational,Small to medium (>=45kW and <1MW),-3.7433411552674727,56.699594335637045
"Duchally Power Station - A,C,E",Hydro,Operational,238694.1282,916750.919,Operational,Small to medium (>=45kW and <1MW),-4.739435178897334,58.110230312189245
Dundreggan Dam A,Hydro,Operational,231413.0826,813651.7016,Operational,Small to medium (>=45kW and <1MW),-4.790866376324373,57.18257785651265
Gisla Power Station - A,Hydro,Operational,113291.0388,926162.8848,Operational,Small to medium (>=45kW and <1MW),-6.872448357389123,58.13107224550609
"Invergarry Dam - A, E",Hydro,Operational,238862.9652,809324.0093,Operational,Small to medium (>=45kW and <1MW),-4.664968219066313,57.146423041994375
"Kilmelford Compset  A,C",Hydro,Operational,183921.6869,712587.0064,Operational,Small to medium (>=45kW and <1MW),-5.490003647431482,56.256474006038125
Lochay Fish Pass Generator  -  C,Hydro,Operational,256968.2024,734182.0673,Operational,Small to medium (>=45kW and <1MW),-4.323870239256413,56.47795665719005
"Loyne Power Station - A,C",Hydro,Operational,228554.8898,813307.0187,Operational,Small to medium (>=45kW and <1MW),-4.837851569811257,57.17842579811671
Luichart Dam - A,Hydro,Operational,232652.8391,862232.7486,Operational,Small to medium (>=45kW and <1MW),-4.8035018277091,57.61890183945126
Meig Dam,Hydro,Operational,237124.6647,855942.3608,Operational,Small to medium (>=45kW and <1MW),-4.724503848763138,57.564100456848934
Misgeach Power Station - A,Hydro,Operational,229571.0183,838608.3761,Operational,Small to medium (>=45kW and <1MW),-4.838507606692752,57.40580362778946
"Morar Power Station - A,C",Hydro,Operational,168582.0259,792663.6294,Operational,Small to medium (>=45kW and <1MW),-5.80875759053318,56.96707326181545
Orrin Dam - A,Hydro,Operational,245505.3941,856091.6158,Operational,Small to medium (>=45kW and <1MW),-4.584663469412649,57.568383011256316
Pitlochry Compensation Generation - A,Hydro,Operational,293500.038,757752.0142,Operational,Small to medium (>=45kW and <1MW),-3.7408094791634667,56.69928841268912
Quoich Dam - A,Hydro,Operational,216881.8432,800852.8905,Operational,Small to medium (>=45kW and <1MW),-5.021540543053504,57.06219472871392
Shin Diversion Dam - A,Hydro,Operational,257261.3273,897258.4795,Operational,Small to medium (>=45kW and <1MW),-4.412831906787457,57.941692052600594
Stronuich Power Station - A,Hydro,Operational,250616.8964,742103.8882,Operational,Small to medium (>=45kW and <1MW),-4.431437829544096,56.54708860276219
"Tobermory Power Station - A,E",Hydro,Operational,148722.4198,755603.4027,Operational,Small to medium (>=45kW and <1MW),-6.098102810659574,56.62464324042454
Tralaig Power Station,Hydro,Operational,183921.6869,712587.0064,Operational,Small to medium (>=45kW and <1MW),-5.490003647431482,56.256474006038125
Trinafour Power Station - A,Hydro,Operational,270988.1369,765725.1915,Operational,Small to medium (>=45kW and <1MW),-4.112192051542193,56.765188923433236
Vaich Power Station,Hydro,Operational,234419.6788,875106.5866,Operational,Small to medium (>=45kW and <1MW),-4.782803548746949,57.735053669286145
Upper Falloch,Hydro,Operational,236978.0,723752.0,Operational,Small to medium (>=45kW and <1MW),-4.641559215909196,56.37785725023098
Edinburgh College,Photovoltaic,Operational,332566.0,665887.0,Operational,Small to medium (>=45kW and <1MW),-3.0795007577014384,55.8813875220387
East Kilbride,Wind,Operational,264500.0,652000.0,Operational,Small to medium (>=45kW and <1MW),-4.15993591073653,55.74235969767218
Breadalbane Community Campus,Biomass,Operating,285347.0,748799.0,Operational,Large (1MW+),-3.8698876917111305,56.616969436533864
Queen Margaret University College,Biomass,Operating,333055.0,671433.0,Operational,Large (1MW+),-3.0730614513273102,55.93127699904662
Shetland Heat And Power Ltd (Sheap) Aka Lerwick District Heating Scheme,Energy From Waste,Operating,446402.0,1142976.0,Operational,Large (1MW+),-1.165655343564476,60.1686140521095
Mawmill Farm Gshp,Ground Source Heat Pump,Under construction,308528.0,698829.0,In development,Large (1MW+),-3.474856188881728,56.17329137675087
East Lothian Eggs Gshp Shed,Ground Source Heat Pump,"Consented, not built",350111.0,667523.0,In development,Large (1MW+),-2.7993850530081303,55.898226164392774
Craignathro Farm Gshp,Ground Source Heat Pump,"Consented, not built",346134.0,748908.0,In development,Large (1MW+),-2.8795953951344653,56.62889227553898
Queens Quay District Heating Scheme,Water Source Heat Pump,Operating,249749.0,669542.0,Operational,Large (1MW+),-4.404380586452016,55.89548020250533
Glenmhoresco,Water Source Heat Pump,Operating,266529.0,844694.0,Operational,Large (1MW+),-4.227249302691218,57.472784024101344
Ormsary Fish Farm Wshp,Water Source Heat Pump,"Consented, not built",173493.0,671834.0,In development,Large (1MW+),-5.623489508461382,55.88621095978307
Hunterston B,Nuclear,Operational,218252.0,651517.0,Operational,Large (1MW+),-4.895368806680929,55.72287768486943
Torness,Nuclear,Operational,374500.0,675100.0,Operational,Large (1MW+),-2.410103758739437,55.96821579634127
